hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
21,9,7.1748,272.51,-0.517902,1.03704,1.1591697214834418
22,9,8.17871,272.145,-1.9662,1.26469,2.337815911508004
23,9,7.95117,271.911,-1.45504,-0.945961,1.7355067315112898
24,9,6.63965,271.526,-1.54202,1.84935,2.407887269558108
1,10,28.5117,269.945,5.04454,-0.572365,5.076907080578193
2,10,30.3779,269.781,6.75544,0.171307,6.757611684748466
3,10,32.7598,269.182,2.43041,0.860603,2.578280491278829
4,10,27.5713,268.698,3.16283,0.483423,3.199561127065554
5,10,20.9238,268.54,1.74781,0.564749,1.8367855697116635
6,10,20.4014,268.354,5.59188,0.268581,5.598326329177408
7,10,0.0,267.935,7.77133,-4.51179,8.986090305188347
8,10,5.97656,268.229,7.27421,-7.32022,10.31987170329651
9,10,115.084,269.007,-1.63564,-8.62535,8.779064917865682
10,10,265.003,270.066,1.27516,-4.67439,4.845199159755975
11,10,374.607,271.604,4.04732,0.691706,4.106002480860917
12,10,445.94,273.914,-1.8779,-2.01777,2.756429607826037
13,10,473.908,275.642,2.97613,1.8642,3.5117789533084225
14,10,421.521,276.13,3.48374,1.80809,3.925001125566718
15,10,319.545,276.721,2.53613,-0.204851,2.544389771458178
16,10,189.575,276.031,2.37492,1.37346,2.7434717745951023
17,10,47.6569,274.621,0.346342,0.721924,0.8007040918716477
18,10,0.0,273.441,-1.83175,-2.41501,3.0311023345641104
19,10,0.0,273.19,2.99777,-0.248907,3.008085714794211
20,10,18.4531,273.105,0.57132,0.98295,1.1369244675439085
21,10,18.1113,272.189,-1.2806,2.3515,2.67759007504883
22,10,18.5967,271.466,-1.57948,-0.32222,1.6120120343223248
23,10,18.2822,271.25,-1.41891,0.664391,1.5667549230753992
24,10,17.3984,270.723,-1.00589,0.262434,1.0395606266380042
1,11,14.1543,270.625,3.91759,-0.716408,3.9825559419252357
2,11,11.1738,270.31,0.491769,-0.0684395,0.4965085241174113
3,11,11.5996,270.028,3.91869,1.18922,4.095164895886367
4,11,10.4355,269.909,1.92161,0.607447,2.0153354187104933
5,11,6.07129,269.958,0.455815,-0.0304661,0.45683202325823224
6,11,5.31543,269.555,-0.718671,0.305691,0.7809833504768203
7,11,0.0,269.425,7.9725,-2.03572,8.228299470024167
8,11,11.2188,269.55,-0.115436,1.89951,1.903014374668778
9,11,119.435,270.365,0.554789,1.24623,1.3641407725821408
10,11,227.518,271.49,3.36598,-9.10652,9.708683117230677
11,11,291.528,272.734,3.73286,-1.05634,3.879445575749195
12,11,315.612,275.094,2.58499,-10.4982,10.811770277808348
13,11,381.095,277.409,-0.272896,-0.565491,0.6278951328820761
14,11,370.24,278.159,0.0618668,0.979961,0.9819119423162344
15,11,313.904,279.159,-1.52735,1.96751,2.490761655116764
16,11,166.888,279.126,-2.2618,-4.01082,4.6046081605713205
17,11,28.3366,277.328,-4.29135,-3.01147,5.24257917283087
18,11,0.0,275.828,-0.904997,-3.41208,3.5300580018477037
19,11,0.0,274.548,-6.80106,-1.3827,6.940192822508608
20,11,17.7217,274.12,-4.61179,-2.67818,5.333034325456756
21,11,15.5752,272.923,0.668133,0.502863,0.8362253897472857
22,11,12.4336,272.504,-1.51649,0.27739,1.541650781532575
23,11,11.0137,272.148,-1.6318,2.66146,3.121880934885249
24,11,18.3711,271.51,-2.07425,-1.58962,2.613312994438286
1,12,34.5635,270.86,-1.28261,-1.29746,1.8244152114307752
2,12,32.752,270.875,0.253488,-1.35555,1.3790474860003914
3,12,33.0664,270.375,-0.00904274,-0.976799,0.976840855793669
4,12,30.4766,269.875,2.09447,-0.507299,2.1550305928921283
5,12,26.9297,270.0,1.01148,-0.176462,1.0267573363964826
6,12,27.2285,269.497,0.0821104,-0.743626,0.7481455377559636
7,12,0.0,268.97,3.24789,0.78557,3.3415430084019566
8,12,6.52734,269.218,0.0544863,0.466402,0.4695738307142871
9,12,95.8571,269.873,6.08409,-0.183941,6.086869919719083
10,12,236.565,270.985,2.65505,2.76751,3.8351534653257358
11,12,353.778,272.732,-0.838427,-2.56122,2.6949596885165095
12,12,426.847,275.204,-1.45603,2.67315,3.0439701515290847
13,12,446.345,277.205,2.56695,-1.72516,3.092799593911639
14,12,407.99,277.939,3.66636,-0.495625,3.6997080682433583
15,12,320.107,278.719,2.81933,-1.09059,3.022913858680065
16,12,194.427,278.811,2.6425,-3.02938,4.019943959111869
17,12,57.0201,276.813,2.25699,-2.61841,3.4568880207782255
18,12,0.0,274.939,-1.07052,-0.366182,1.1314160717985227
19,12,0.0,273.672,-1.96317,-1.51453,2.4794833271873395
20,12,18.3936,272.968,0.452179,-0.744589,0.8711363997457573
21,12,17.5215,271.983,-0.0550117,-1.97272,1.9734868850683782
22,12,18.3594,271.264,0.014761,-1.81636,1.8164199780670218
23,12,17.9795,271.168,0.091835,0.38607,0.3968421753354852
24,12,17.0283,270.545,0.191862,0.0138988,0.19236476726635782
1,13,18.3975,270.074,5.45567,-7.64854,9.394918801165872
2,13,11.7734,270.191,9.25349,-1.01131,9.308588781131112
3,13,11.0303,270.318,7.46361,-2.40112,7.840334909077545
4,13,15.0176,270.683,3.36204,-3.23582,4.666245175084567
5,13,6.20312,270.626,2.3357,-3.63789,4.323162978896354
6,13,4.49219,270.233,5.79012,-3.48337,6.757170722373381
7,13,0.0,270.589,2.22836,1.23186,2.5461868252742175
8,13,20.8047,271.008,3.70292,-0.390532,3.723456964894855
9,13,155.568,272.327,5.95518,-12.3568,13.7169484606599
10,13,202.096,272.764,3.50661,-3.63142,5.048120928474277
11,13,283.7,273.639,6.63618,-0.988958,6.7094651737798
12,13,339.753,274.532,1.74319,-6.76875,6.989612860423673
13,13,333.158,275.256,-1.14106,-6.60309,6.700956310236621
14,13,301.631,275.206,0.228859,-5.12697,5.132075391377352
15,13,191.826,275.052,-1.08008,-5.46266,5.568413336130859
16,13,122.559,274.442,-1.84627,-4.89266,5.229420119716909
17,13,29.528,273.344,-2.41098,-4.86743,5.431822840014206
18,13,,272.674,-3.13888,-3.07907,4.396958007452425
19,13,0.0,272.246,-6.53445,-0.915899,6.598326134763346
20,13,24.5586,272.368,1.07962,-1.90377,2.1885884851428785
21,13,21.4785,272.248,-3.80501,-1.961,4.28061001495114
22,13,21.0713,271.53,-6.41297,-1.76265,6.650798391426401
23,13,20.3252,271.047,1.41996,-2.89909,3.2281587987117364
24,13,15.9443,270.764,-5.54056,-0.803972,5.598586972655154
1,14,12.9092,270.91,4.47521,-2.02647,4.912645438559554
2,14,11.5332,270.596,-0.817801,-2.08406,2.2387730030534585
3,14,13.2578,270.171,5.87475,1.41138,6.04191038223011
4,14,11.6592,269.861,1.5847,-1.27878,2.03630851748943
5,14,7.50977,269.792,1.5398,-1.13935,1.9154901363619705
6,14,6.98438,269.472,-0.644452,-1.59177,1.7172798587312434
7,14,0.0,269.117,2.07504,-0.376539,2.1089268882825216
8,14,13.0703,269.472,2.1541,0.397066,2.190389969470277
9,14,141.193,270.318,-0.405172,0.162251,0.4364512992133257
10,14,286.362,271.967,0.734149,1.92962,2.064560025429389
11,14,393.435,273.553,3.25142,1.58087,3.6153674741718858
12,14,444.894,275.693,2.66604,-9.68281,10.043135903576134
13,14,435.298,277.659,0.554253,2.93549,2.987356344346787
14,14,361.615,278.179,0.0618668,0.388165,0.3930643308254261
15,14,265.56,278.774,3.69092,-4.22438,5.609659243733081
16,14,166.622,278.046,4.809,-2.08602,5.241942430092113
17,14,41.4616,276.523,3.08316,-3.8103,4.901455056980529
18,14,0.0,275.355,1.06619,-5.27048,5.377240979024466
19,14,0.0,274.038,-3.34207,-2.64637,4.262945702422211
20,14,10.6455,273.548,-2.36423,-2.29635,3.2958772451958827
21,14,11.6934,272.88,-1.50374,-0.112371,1.507932766817208
22,14,11.8379,272.35,-0.636606,3.13579,3.19975719755984
23,14,9.375,271.87,-2.37545,-0.623695,2.4559637936103615
24,14,7.86621,271.665,-3.05521,0.888411,3.1817577294666863
1,15,26.2402,270.666,-1.67226,-0.913673,1.905584387669305
2,15,28.7197,270.606,-0.0385046,-0.652912,0.654046392823292
3,15,25.8945,270.284,-0.0363865,-0.202873,0.20611024116052554
4,15,24.7148,270.013,-0.211198,-0.242651,0.3216894511870105
5,15,22.375,270.074,-0.125239,-0.195505,0.2321788365592351
6,15,22.6445,269.763,-0.146405,0.00735092,0.14658942680100226
7,15,0.0,269.519,0.094573,0.225023,0.24408892407891022
8,15,8.99609,269.725,1.82695,0.079195,1.8286656748911214
9,15,112.232,270.356,-0.176657,-0.306988,0.3541882660295228
10,15,250.128,271.426,2.42556,0.168873,2.431431554399383
11,15,362.482,272.802,6.39497,-0.530462,6.416933164241621
12,15,428.206,274.934,-0.976534,0.466118,1.0820742317789478
13,15,440.798,277.046,0.562065,-3.32086,3.36808969652309
14,15,398.131,278.184,2.51792,-2.84475,3.799016147491348
15,15,306.482,279.208,2.54101,-2.62087,3.650437148753557
16,15,179.731,279.154,2.66154,-0.838947,2.79063205034433
17,15,48.3991,277.12,4.20474,1.1438,4.357535646165157
18,15,0.0,275.549,-3.59152,0.12454,3.5936786336566047
19,15,0.0,274.174,-1.35477,0.425409,1.4199910458101488
20,15,19.209,273.375,-2.38327,-0.0414639,2.3836306651625394
21,15,18.9385,272.095,-0.166828,0.0243473,0.16859529234616843
22,15,20.1406,271.435,0.362906,1.4854,1.52908924685121
23,15,21.0254,270.855,-1.05953,1.4681,1.8105030877907942
24,15,19.1631,270.862,-1.49173,2.7971,3.170020000394319
1,16,34.6924,271.013,0.128526,-0.858009,0.867581913571854
2,16,30.5508,270.837,2.70075,-0.351643,2.7235461005734787
3,16,34.083,270.542,5.54857,0.0730057,5.549050268030782
4,16,30.7461,269.946,1.37962,-0.125463,1.3853130724745941
5,16,28.1953,270.043,0.106206,0.387503,0.40179383948114483
6,16,28.9453,269.475,4.64363,-0.535618,4.674418275980873
7,16,0.0,268.917,9.42758,1.27434,9.513317354740144
8,16,5.58203,269.225,3.13163,1.49228,3.469006493983544
9,16,102.592,269.6,4.70616,-3.17271,5.675740541083603
10,16,234.112,270.402,0.977313,-5.67732,5.760824861282367
11,16,345.075,271.71,3.35982,-0.883001,3.4739143913460215
12,16,422.753,274.071,-1.85349,-1.04267,2.1266372302299232
13,16,438.751,275.991,1.19097,0.816833,1.4441695505684227
14,16,398.443,276.706,2.1898,3.58934,4.2045910235836255
15,16,308.232,277.917,-0.178225,1.23997,1.2527129565566886
16,16,181.747,278.35,0.836834,0.651775,1.0607081569314907
17,16,48.9889,277.27,0.860991,-2.43774,2.585320446227314
18,16,0.0,275.821,0.915804,-3.41696,3.5375574352957155
19,16,0.0,274.419,-0.708282,-0.699591,0.9955355135830162
20,16,20.1143,274.433,-0.0820007,-2.11568,2.117268517973214
21,16,19.8682,272.917,-1.11214,-1.48639,1.85639721280226
22,16,21.0234,271.807,-1.33387,-0.772415,1.5413740977209265
23,16,21.124,271.997,0.113808,-1.16666,1.1721978572169462
24,16,19.9648,271.389,-0.24222,-0.741961,0.7804976962944862
1,17,13.7207,270.962,-1.66347,-1.64561,2.3399069881087153
2,17,13.9854,270.892,-1.18499,-2.19149,2.491350982940782
3,17,15.9404,270.593,-0.987558,-1.53979,1.829268719314907
4,17,11.2295,270.18,-1.12331,-1.94187,2.243364538589304
5,17,10.1143,270.231,0.423589,-2.5417,2.5767550389823635
6,17,9.24023,269.805,-1.59562,-0.325169,1.62841581390043
7,17,0.0,269.462,1.47543,-1.19929,1.9013653486376572
8,17,10.4844,269.712,-1.25899,-1.96084,2.3302251663090416
9,17,131.467,270.425,-1.46279,-1.61265,2.177244728228777
10,17,277.94,271.582,-0.111554,-2.31843,2.321112224735375
11,17,392.997,273.12,0.660597,-1.64179,1.769706981539317
12,17,458.519,275.364,3.87503,-2.92158,4.852987450766796
13,17,468.033,277.253,0.162651,-2.0152,2.021753295484145
14,17,419.99,278.027,0.742531,1.97654,2.111412479256718
15,17,321.685,278.958,0.742674,1.07884,1.3097558611726081
16,17,187.739,279.154,-0.464436,-2.49617,2.539008756778125
17,17,50.5006,277.128,5.63492,-0.909424,5.707834564716816
18,17,0.0,275.762,-2.0759,2.58938,3.318772302282879
19,17,0.0,274.327,-0.835236,-0.0570126,0.8371795579532266
20,17,7.92871,273.794,-3.5444,-0.600058,3.5948353179754977
21,17,7.74121,272.762,-1.85823,-0.019598,1.8583333432148281
22,17,8.83301,272.142,-0.299692,0.708054,0.7688665435431561
23,17,8.23145,272.267,-0.58004,-1.85123,1.9399739468611426
24,17,7.07715,271.443,-3.00199,0.211653,3.009441966961483
1,18,31.0537,272.485,-0.444716,2.17373,2.2187551540348025
2,18,32.5205,271.462,-1.60296,-0.68758,1.7442038349917706
3,18,33.4453,271.325,0.679434,-0.572502,0.8884757173721745
4,18,27.5791,271.522,-3.29714,-2.10007,3.9091464777493314
5,18,27.7207,271.214,-5.30883,-3.09736,6.146325319937109
6,18,32.5488,270.716,-3.76848,-2.44773,4.493642582949827
7,18,0.0,270.613,-1.5607,1.56682,2.2114948343597822
8,18,4.76172,270.616,-5.4543,0.480074,5.475386701912113
9,18,94.4743,272.836,-1.23525,-1.72593,2.122422419642235
10,18,230.081,274.567,-1.63597,-0.229076,1.6519302814211014
11,18,346.45,275.604,-1.81206,-1.51484,2.361842854467672
12,18,421.347,277.7,0.0888958,-0.878609,0.883094693755228
13,18,445.58,279.951,4.05816,1.14984,4.217913537662905
14,18,415.771,280.161,5.73765,-2.48195,6.251456096382666
15,18,334.826,280.037,5.28467,-2.21022,5.728246630278763
16,18,212.403,279.625,4.51896,-1.62654,4.802773350180082
17,18,72.1725,278.086,4.6271,-1.58276,4.890315289181261
18,18,0.015625,276.333,1.59159,-2.02243,2.5735931755038517
19,18,0.0,274.894,3.10617,-3.11463,4.39877393210881
20,18,19.458,273.904,0.349152,-3.9565,3.9718760515786493
21,18,19.8623,272.322,0.892254,-1.57233,1.807854758938339
22,18,21.7852,272.026,-2.04237,-0.50972,2.1050153669985403
23,18,21.7285,272.11,-3.7568,0.125328,3.7588899089470553
24,18,20.998,270.995,-0.872103,-1.70192,1.9123533483666142
